1.397518280227941467e+01,6.184748839487063776e+00,-1.629999999999999893e+00
1.394037865151065425e+01,5.758209602862000231e+00,-1.629999999999999893e+00
1.416731401232834209e+01,5.823894605815964631e+00,-1.629999999999999893e+00
1.419892366547941087e+01,6.199605662626070490e+00,-1.629999999999999893e+00
1.387857669494608004e+01,5.000801110118423765e+00,-1.629999999999999893e+00
1.385145206954994279e+01,4.668377627440252198e+00,-1.629999999999999893e+00
1.430147914827313826e+01,4.736294621830273499e+00,-1.629999999999999893e+00
1.432379994640569798e+01,4.993599135555214730e+00,-1.629999999999999893e+00
1.493375971625991916e+01,6.460866958965458373e+00,-1.629999999999999893e+00
1.460509625161820146e+01,8.236261364543864261e+00,-1.629999999999999893e+00
1.561735478216058937e+01,8.180560389428160661e+00,-1.629999999999999893e+00
1.599792832962613431e+01,6.448845235866071057e+00,-1.629999999999999893e+00
1.480246402691816954e+01,-2.601949044751257212e+00,-1.629999999999999893e+00
1.441441044135444649e+01,-4.083749804496218161e+00,-1.629999999999999893e+00
1.559173812978495732e+01,-2.520722860429365220e+00,-1.629999999999999893e+00
1.566957582371414404e+01,-4.279248846198279388e+00,-1.629999999999999893e+00
1.675704113888346569e+01,-2.652619855708821639e+00,-1.629999999999999893e+00
1.686864054160908211e+01,-4.284916054482568626e+00,-1.629999999999999893e+00
1.129432928013433823e+01,-1.934280658502781414e+00,-1.629999999999999893e+00
1.129209145674817449e+01,-1.974070151663344541e+00,-1.629999999999999893e+00
1.394499963689169419e+01,5.814841686488447792e+00,-1.629999999999999893e+00
1.394037865151065425e+01,5.758209602862000231e+00,-1.629999999999999893e+00
1.416731401232834209e+01,5.823894605815964631e+00,-1.629999999999999893e+00
1.417458449577919133e+01,5.910311277577067202e+00,-1.629999999999999893e+00
1.430147914827313826e+01,4.736294621830273499e+00,-1.629999999999999893e+00
1.410014275568088138e+01,5.025499770488861095e+00,-1.629999999999999893e+00
1.324723753232798629e+01,4.851493147235923509e+00,-1.629999999999999893e+00
1.233499938324635359e+01,4.976123740229638770e+00,-1.629999999999999893e+00
1.231295883268764868e+01,4.630541782791273597e+00,-1.629999999999999893e+00
1.245535175387815130e+01,1.544554324821333813e+00,-1.629999999999999893e+00
1.243153961289667109e+01,1.193657817998430293e+00,-1.629999999999999893e+00
1.356835065216061054e+01,1.198852878423931845e+00,-1.629999999999999893e+00
1.422294304288535827e+01,1.255124070548571780e+00,-1.629999999999999893e+00
1.425167868807600513e+01,1.576381351282657883e+00,-1.629999999999999893e+00
1.432450298742745787e+01,2.390538688826308267e+00,-1.629999999999999893e+00
1.435650514528260757e+01,2.748314758998423812e+00,-1.629999999999999893e+00
1.253292666387467591e+01,2.687700796028960504e+00,-1.629999999999999893e+00
1.250845617083934691e+01,2.327102791296559392e+00,-1.629999999999999893e+00
1.443393033748296972e+01,3.613908920590465090e+00,-1.629999999999999893e+00
1.423045098313692414e+01,3.917512632825467023e+00,-1.629999999999999893e+00
1.243393152907229293e+01,3.832276405449007939e+00,-1.629999999999999893e+00
1.241148868351253221e+01,3.491155443975360928e+00,-1.629999999999999893e+00
1.375594349901992786e+01,3.497880664716272126e+00,-1.629999999999999893e+00
1.416441143108190737e+01,-1.880437941736847529e+00,-1.629999999999999893e+00
1.222448340184149451e+01,-1.857529441128974668e+00,-1.629999999999999893e+00
1.236778745819760239e+01,-2.232463418464606608e+00,-1.629999999999999893e+00
1.413216183758613020e+01,-2.230089325192955663e+00,-1.629999999999999893e+00
1.404598592389688783e+01,-7.232119812650876778e-01,-1.629999999999999893e+00
1.230031462500735095e+01,-7.400779974433199238e-01,-1.629999999999999893e+00
1.244636543096107495e+01,-1.109739163036123966e+00,-1.629999999999999893e+00
1.424156525720791144e+01,-1.043933070833361842e+00,-1.629999999999999893e+00
1.414972729253367945e+01,4.365904093469475389e-01,-1.629999999999999893e+00
1.371515443155778335e+01,4.495441462809437461e-01,-1.629999999999999893e+00
1.237675252212795840e+01,3.863134139534257216e-01,-1.629999999999999893e+00
1.235359830855839824e+01,4.511214750252717093e-02,-1.629999999999999893e+00
1.411713453295735121e+01,7.221156058103377073e-02,-1.629999999999999893e+00
1.434942436960668743e+01,1.254797428043467611e-01,-1.629999999999999893e+00
1.480770509021963122e+01,-2.550139259934774305e+00,-1.629999999999999893e+00
1.456643779653604653e+01,-2.533793934834440265e+00,-1.629999999999999893e+00
1.454648034876585960e+01,-2.737264969885366384e+00,-1.629999999999999893e+00
1.478417432511924723e+01,-2.782749287002062033e+00,-1.629999999999999893e+00
1.572894745794045157e+01,6.556670959656751840e+00,-1.629999999999999893e+00
1.570941976692407493e+01,6.363632751315416947e+00,-1.629999999999999893e+00
1.599792832962613431e+01,6.448845235866071057e+00,-1.629999999999999893e+00
1.602188928079382535e+01,6.678486641126715639e+00,-1.629999999999999893e+00
1.660414356467823538e+01,-3.866073762783931667e+00,-1.629999999999999893e+00
1.656131873734078397e+01,-4.205948050015487993e+00,-1.629999999999999893e+00
1.686490852592164913e+01,-4.313599850121403456e+00,-1.629999999999999893e+00
1.719154589066724981e+01,-4.337660723891258563e+00,-1.629999999999999893e+00
1.722701792692057410e+01,-4.073693402509672268e+00,-1.629999999999999893e+00
1.756454008391752453e+01,-4.123483785564448389e+00,-1.629999999999999893e+00
1.121915421755734599e+01,1.899618514535271530e+00,-1.629999999999999893e+00
1.108117189356824284e+01,1.939250192016077845e+00,-1.629999999999999893e+00
1.042912688768989149e+01,1.925154956229228498e+00,-1.629999999999999893e+00
1.042655259498864950e+01,1.865667698789513773e+00,-1.629999999999999893e+00
1.107794459374312268e+01,1.876066913767460376e+00,-1.629999999999999893e+00
1.042056015884778297e+01,1.727193316590947880e+00,-1.629999999999999893e+00
1.058792539560787027e+01,-2.726767279310237768e+00,-1.629999999999999893e+00
1.213791259562783331e+01,-3.133239740208732194e+00,-1.629999999999999893e+00
1.215643354679814436e+01,-2.860314383612194700e+00,-1.629999999999999893e+00
1.199750857082622524e+01,-2.801152440713476910e+00,-1.629999999999999893e+00
1.199613984312915349e+01,-2.821956474086857014e+00,-1.629999999999999893e+00
1.222301747644698544e+01,-1.879131366827329730e+00,-1.629999999999999893e+00
1.220403252270846828e+01,-2.158894280805472299e+00,-1.629999999999999893e+00
1.229880730057042726e+01,-7.622899808166045954e-01,-1.629999999999999893e+00
1.227779144308056836e+01,-1.071980360477015948e+00,-1.629999999999999893e+00
1.237675252212795840e+01,3.863134139534257216e-01,-1.629999999999999893e+00
1.235513592086297407e+01,6.777045390772359901e-02,-1.629999999999999893e+00
1.245375799541075423e+01,1.521068646680693748e+00,-1.629999999999999893e+00
1.243153961289667109e+01,1.193657817998430293e+00,-1.629999999999999893e+00
1.251658968733595678e+01,2.446958562731237574e+00,-1.629999999999999893e+00
1.250845617083934691e+01,2.327102791296559392e+00,-1.629999999999999893e+00
1.087791667016181663e+01,3.334426522573081364e+00,-1.629999999999999893e+00
8.818150578712696586e+00,3.786652410448111183e+00,-1.629999999999999893e+00
6.700598765589966810e+00,3.356308977381045722e+00,-1.629999999999999893e+00
8.798665053777170897e+00,2.955718723206225196e+00,-1.629999999999999893e+00
9.080052543515840568e+00,3.278288952222230268e+00,-1.629999999999999893e+00
1.095039466555666330e+01,4.849310641538105315e+00,-1.629999999999999893e+00
1.031341083174768869e+01,4.995851211831547012e+00,-1.629999999999999893e+00
9.735852406308994844e+00,4.909972752069047708e+00,-1.629999999999999893e+00
